,y,clusters
154992,Group 1,0
154993,Group 1,0
154994,Group 2,0
154995,Group 1,0
154996,Group 1,0
154997,Group 1,0
154998,Group 1,1
154999,Group 1,0
155000,Group 1,0
155001,Group 1,0
155002,Group 2,0
155003,Group 4,0
155004,Group 1,0
155005,Group 2,0
155006,Group 2,0
155007,Group 1,2
155008,Group 2,0
155009,Group 1,0
155010,Group 1,0
155011,Group 3,0
155012,Group 4,3
155013,Group 2,0
155014,Group 1,0
155015,Group 1,0
155016,Group 3,0
155017,Group 2,3
155018,Group 1,0
155019,Group 4,0
155020,Group 1,0
155021,Group 1,0
155022,Group 2,0
155023,Group 4,0
155024,Group 2,0
155025,Group 1,1
155026,Group 2,1
155027,Group 1,0
155028,Group 1,1
155029,Group 1,1
155030,Group 2,1
155031,Group 1,0
155032,Group 1,0
155033,Group 1,0
155034,Group 1,0
155035,Group 1,0
155036,Group 4,0
155037,Group 1,0
155038,Group 4,0
155039,Group 1,0
155040,Group 2,1
155041,Group 4,0
155042,Group 1,0
155043,Group 1,0
155044,Group 3,0
155045,Group 4,0
155046,Group 1,0
155047,Group 2,0
155048,Group 4,0
155049,Group 1,3
155050,Group 1,1
155051,Group 2,0
155052,Group 1,1
155053,Group 1,0
155054,Group 2,2
155055,Group 2,0
155056,Group 2,3
155057,Group 2,0
155058,Group 3,0
155059,Group 1,0
155060,Group 2,0
155061,Group 1,0
155062,Group 3,0
155063,Group 3,0
155064,Group 1,3
155065,Group 1,0
155066,Group 1,0
155067,Group 2,0
155068,Group 3,1
155069,Group 2,0
155070,Group 1,0
155071,Group 1,0
155072,Group 4,0
155073,Group 1,0
155074,Group 1,0
155075,Group 1,0
155076,Group 2,0
155077,Group 2,0
155078,Group 1,0
155079,Group 1,2
155080,Group 1,1
155081,Group 1,0
155082,Group 1,0
155083,Group 1,0
155084,Group 2,0
155085,Group 1,2
155086,Group 1,0
155087,Group 4,0
155088,Group 1,0
155089,Group 3,0
155090,Group 2,0
155091,Group 2,3
155092,Group 2,0
155093,Group 1,0
155094,Group 3,0
155095,Group 4,0
155096,Group 2,0
155097,Group 1,2
155098,Group 2,0
155099,Group 4,0
155100,Group 2,1
155101,Group 1,0
155102,Group 4,0
155103,Group 2,1
155104,Group 1,1
155105,Group 2,0
155106,Group 2,1
155107,Group 2,0
155108,Group 2,0
155109,Group 2,0
155110,Group 2,0
155111,Group 1,0
155112,Group 1,0
155113,Group 2,0
155114,Group 2,0
155115,Group 1,0
155116,Group 2,0
155117,Group 1,0
155118,Group 2,0
155119,Group 1,0
155120,Group 2,0
155121,Group 1,1
155122,Group 1,0
155123,Group 2,0
155124,Group 2,0
155125,Group 1,0
155126,Group 1,1
155127,Group 2,0
155128,Group 3,3
155129,Group 2,0
155130,Group 2,0
155131,Group 2,0
155132,Group 1,0
155133,Group 2,0
155134,Group 1,2
155135,Group 1,0
155136,Group 4,0
155137,Group 2,0
155138,Group 1,0
155139,Group 1,0
155140,Group 1,2
155141,Group 4,0
155142,Group 1,0
155143,Group 3,0
155144,Group 1,0
155145,Group 3,0
155146,Group 1,0
155147,Group 1,0
155148,Group 4,0
155149,Group 1,0
155150,Group 4,0
155151,Group 1,0
155152,Group 1,0
155153,Group 1,0
155154,Group 1,0
155155,Group 3,0
155156,Group 1,0
155157,Group 4,0
155158,Group 1,0
155159,Group 1,0
155160,Group 1,0
155161,Group 4,0
155162,Group 2,0
155163,Group 4,0
155164,Group 2,3
155165,Group 1,0
155166,Group 1,1
155167,Group 1,1
155168,Group 4,0
155169,Group 1,0
155170,Group 2,0
155171,Group 2,0
155172,Group 1,1
155173,Group 1,0
155174,Group 1,0
155175,Group 1,2
155176,Group 1,0
155177,Group 1,0
155178,Group 1,0
155179,Group 4,0
155180,Group 1,0
155181,Group 1,0
155182,Group 1,0
155183,Group 1,0
155184,Group 1,3
155185,Group 4,0
155186,Group 1,0
155187,Group 4,0
155188,Group 3,2
155189,Group 4,0
155190,Group 2,0
155191,Group 3,0
155192,Group 2,0
155193,Group 3,3
155194,Group 4,0
155195,Group 2,0
155196,Group 1,0
155197,Group 1,1
155198,Group 4,0
155199,Group 1,0
155200,Group 2,0
155201,Group 4,0
155202,Group 3,0
155203,Group 2,1
155204,Group 4,0
155205,Group 2,0
155206,Group 2,0
155207,Group 1,0
155208,Group 2,0
155209,Group 1,3
155210,Group 1,0
155211,Group 1,0
155212,Group 1,0
155213,Group 1,0
155214,Group 1,0
155215,Group 1,2
155216,Group 1,1
155217,Group 3,0
155218,Group 2,0
155219,Group 2,0
155220,Group 2,0
155221,Group 1,0
155222,Group 1,0
155223,Group 1,0
155224,Group 1,2
155225,Group 1,0
155226,Group 2,0
155227,Group 1,0
155228,Group 3,3
155229,Group 1,0
155230,Group 2,0
155231,Group 2,0
155232,Group 1,0
155233,Group 1,0
155234,Group 1,0
155235,Group 2,0
155236,Group 3,0
155237,Group 2,0
155238,Group 1,0
155239,Group 3,0
155240,Group 1,0
155241,Group 1,3
155242,Group 3,0
155243,Group 1,0
155244,Group 1,1
155245,Group 2,0
155246,Group 2,0
155247,Group 3,0
155248,Group 2,0
155249,Group 1,0
155250,Group 2,0
155251,Group 2,0
155252,Group 2,0
155253,Group 1,0
155254,Group 1,3
155255,Group 2,0
155256,Group 2,0
155257,Group 2,2
155258,Group 1,0
155259,Group 3,0
155260,Group 1,0
155261,Group 1,0
155262,Group 3,0
155263,Group 1,0
155264,Group 1,0
155265,Group 2,0
155266,Group 2,0
155267,Group 1,0
155268,Group 1,1
155269,Group 1,0
155270,Group 2,0
155271,Group 1,0
155272,Group 4,0
155273,Group 1,0
155274,Group 2,0
155275,Group 4,0
155276,Group 1,0
155277,Group 1,1
155278,Group 2,0
155279,Group 1,0
155280,Group 1,0
155281,Group 2,0
155282,Group 2,0
155283,Group 1,0
155284,Group 1,0
155285,Group 1,3
155286,Group 4,0
155287,Group 1,0
155288,Group 4,0
155289,Group 1,2
155290,Group 1,0
155291,Group 2,0
155292,Group 4,0
155293,Group 4,0
155294,Group 1,0
155295,Group 1,0
155296,Group 1,0
155297,Group 1,1
155298,Group 1,0
155299,Group 2,0
155300,Group 1,1
155301,Group 1,0
155302,Group 4,0
155303,Group 1,0
155304,Group 4,0
155305,Group 1,0
155306,Group 4,0
155307,Group 1,0
155308,Group 1,0
155309,Group 1,0
155310,Group 4,0
155311,Group 1,0
155312,Group 3,0
155313,Group 1,0
155314,Group 1,0
155315,Group 1,1
155316,Group 1,0
155317,Group 1,0
155318,Group 2,0
155319,Group 1,0
155320,Group 2,3
155321,Group 1,0
155322,Group 4,0
155323,Group 1,0
155324,Group 1,1
155325,Group 4,0
155326,Group 1,1
155327,Group 1,0
155328,Group 4,0
155329,Group 4,0
155330,Group 1,2
155331,Group 3,1
155332,Group 4,2
155333,Group 1,0
155334,Group 2,0
155335,Group 1,2
155336,Group 2,0
155337,Group 1,0
155338,Group 1,0
155339,Group 1,2
155340,Group 3,2
155341,Group 1,0
155342,Group 1,0
155343,Group 1,0
155344,Group 1,0
155345,Group 2,0
155346,Group 2,0
155347,Group 3,0
155348,Group 1,0
155349,Group 1,0
155350,Group 2,0
155351,Group 2,0
155352,Group 1,0
155353,Group 3,3
155354,Group 2,0
155355,Group 1,0
155356,Group 1,0
155357,Group 4,0
155358,Group 4,0
155359,Group 1,0
155360,Group 4,0
155361,Group 1,0
155362,Group 1,0
155363,Group 4,0
155364,Group 1,0
155365,Group 1,0
155366,Group 1,2
155367,Group 3,0
155368,Group 3,0
155369,Group 4,0
155370,Group 1,0
155371,Group 4,0
155372,Group 1,0
155373,Group 1,1
155374,Group 4,0
155375,Group 1,0
155376,Group 2,0
155377,Group 2,0
155378,Group 3,0
155379,Group 2,2
155380,Group 1,0
155381,Group 1,0
155382,Group 2,3
155383,Group 1,0
155384,Group 2,0
155385,Group 1,0
155386,Group 1,0
155387,Group 4,0
155388,Group 1,0
155389,Group 2,0
155390,Group 1,0
155391,Group 1,0
155392,Group 1,1
155393,Group 1,0
155394,Group 1,0
155395,Group 1,0
155396,Group 1,0
155397,Group 1,1
155398,Group 3,0
155399,Group 3,1
155400,Group 1,0
155401,Group 2,0
155402,Group 2,0
155403,Group 2,2
155404,Group 4,0
155405,Group 1,0
155406,Group 1,0
155407,Group 1,0
155408,Group 2,0
155409,Group 1,0
155410,Group 3,0
155411,Group 1,2
155412,Group 3,0
155413,Group 2,0
155414,Group 2,0
155415,Group 1,0
155416,Group 2,3
155417,Group 4,0
155418,Group 1,0
155419,Group 4,0
155420,Group 2,0
155421,Group 1,0
155422,Group 1,2
155423,Group 1,0
155424,Group 1,0
155425,Group 2,0
155426,Group 4,0
155427,Group 2,0
155428,Group 3,0
155429,Group 1,0
155430,Group 4,0
155431,Group 2,0
155432,Group 1,0
155433,Group 1,0
155434,Group 2,1
155435,Group 4,0
155436,Group 2,0
155437,Group 1,0
155438,Group 1,3
155439,Group 1,0
155440,Group 1,2
155441,Group 4,0
155442,Group 1,0
155443,Group 1,0
155444,Group 1,0
155445,Group 1,1
155446,Group 1,1
155447,Group 1,0
155448,Group 1,0
155449,Group 1,0
155450,Group 1,0
155451,Group 1,0
155452,Group 1,3
155453,Group 1,0
155454,Group 1,2
155455,Group 1,0
155456,Group 1,0
155457,Group 1,0
155458,Group 1,0
155459,Group 2,0
155460,Group 2,0
155461,Group 2,0
155462,Group 3,0
155463,Group 1,1
155464,Group 4,0
155465,Group 4,0
155466,Group 1,1
155467,Group 1,0
155468,Group 1,0
155469,Group 1,0
155470,Group 2,0
155471,Group 4,0
155472,Group 2,0
155473,Group 1,1
155474,Group 3,0
155475,Group 1,1
155476,Group 4,0
155477,Group 1,0
155478,Group 1,1
155479,Group 1,2
155480,Group 4,0
155481,Group 3,0
155482,Group 1,0
155483,Group 1,0
155484,Group 1,0
155485,Group 2,0
155486,Group 3,0
155487,Group 1,0
155488,Group 1,0
155489,Group 4,0
155490,Group 1,0
155491,Group 1,0
155492,Group 1,0
155493,Group 4,3
155494,Group 4,0
155495,Group 1,2
155496,Group 1,0
155497,Group 1,0
155498,Group 2,0
155499,Group 1,0
155500,Group 2,0
155501,Group 2,0
155502,Group 1,0
155503,Group 2,0
155504,Group 3,1
155505,Group 2,0
155506,Group 1,3
155507,Group 2,0
155508,Group 1,0
155509,Group 2,0
155510,Group 1,0
155511,Group 1,0
155512,Group 1,0
155513,Group 3,0
155514,Group 3,0
155515,Group 2,2
155516,Group 2,0
155517,Group 1,0
155518,Group 4,0
155519,Group 1,0
155520,Group 1,0
155521,Group 3,0
155522,Group 1,0
155523,Group 1,0
155524,Group 1,0
155525,Group 1,0
155526,Group 2,0
155527,Group 1,0
155528,Group 1,0
155529,Group 1,0
155530,Group 1,0
155531,Group 3,0
155532,Group 2,0
155533,Group 2,0
155534,Group 1,2
155535,Group 1,1
155536,Group 1,2
155537,Group 2,0
155538,Group 1,0
155539,Group 3,0
155540,Group 1,1
155541,Group 3,0
155542,Group 2,0
155543,Group 1,0
155544,Group 3,0
155545,Group 2,0
155546,Group 2,0
155547,Group 3,0
155548,Group 3,0
155549,Group 1,0
155550,Group 1,0
155551,Group 4,0
155552,Group 2,0
155553,Group 3,2
155554,Group 1,1
155555,Group 1,0
155556,Group 1,0
155557,Group 2,0
155558,Group 1,0
155559,Group 1,0
155560,Group 1,0
155561,Group 1,2
155562,Group 1,0
155563,Group 4,0
155564,Group 1,0
155565,Group 4,3
155566,Group 4,0
155567,Group 2,0
155568,Group 1,0
155569,Group 2,0
155570,Group 2,0
155571,Group 1,1
155572,Group 3,0
155573,Group 1,0
155574,Group 1,2
155575,Group 1,0
155576,Group 4,0
155577,Group 2,0
155578,Group 1,0
155579,Group 1,0
155580,Group 4,0
155581,Group 1,0
155582,Group 1,0
155583,Group 1,0
155584,Group 1,0
155585,Group 1,0
155586,Group 1,3
155587,Group 1,0
155588,Group 1,0
155589,Group 2,0
155590,Group 3,0
155591,Group 2,0
155592,Group 2,2
155593,Group 2,0
155594,Group 3,0
155595,Group 1,0
155596,Group 1,0
155597,Group 4,0
155598,Group 1,2
155599,Group 4,0
155600,Group 1,0
155601,Group 1,0
155602,Group 4,0
155603,Group 1,1
155604,Group 1,0
155605,Group 3,0
155606,Group 2,3
155607,Group 2,0
155608,Group 1,3
155609,Group 1,0
155610,Group 1,2
155611,Group 1,0
155612,Group 1,2
155613,Group 1,0
155614,Group 4,0
155615,Group 1,0
155616,Group 2,0
155617,Group 4,0
155618,Group 2,1
155619,Group 2,0
155620,Group 1,0
155621,Group 4,0
155622,Group 2,0
155623,Group 2,0
155624,Group 2,0
155625,Group 1,0
155626,Group 1,0
155627,Group 1,0
155628,Group 1,0
155629,Group 1,0
155630,Group 1,1
155631,Group 2,0
155632,Group 2,0
155633,Group 2,0
155634,Group 3,0
155635,Group 4,0
155636,Group 1,0
155637,Group 1,0
155638,Group 1,0
155639,Group 3,0
155640,Group 1,0
155641,Group 1,1
155642,Group 1,1
155643,Group 3,0
155644,Group 1,1
155645,Group 1,0
155646,Group 1,0
155647,Group 1,1
155648,Group 1,0
155649,Group 1,0
155650,Group 1,0
155651,Group 1,3
155652,Group 1,0
155653,Group 1,0
155654,Group 1,0
155655,Group 1,0
155656,Group 1,1
155657,Group 1,0
155658,Group 1,2
155659,Group 1,0
155660,Group 2,0
155661,Group 1,0
155662,Group 1,0
155663,Group 2,1
155664,Group 1,1
155665,Group 1,0
155666,Group 1,1
155667,Group 1,1
155668,Group 1,0
155669,Group 2,0
155670,Group 1,0
155671,Group 1,0
155672,Group 2,1
155673,Group 3,0
155674,Group 4,0
155675,Group 1,0
155676,Group 2,0
155677,Group 2,0
155678,Group 1,0
155679,Group 1,0
155680,Group 1,0
155681,Group 1,0
155682,Group 2,0
155683,Group 2,0
155684,Group 1,0
155685,Group 1,3
155686,Group 2,0
155687,Group 2,1
155688,Group 3,3
155689,Group 1,1
155690,Group 1,3
155691,Group 1,0
155692,Group 3,0
155693,Group 1,0
155694,Group 1,0
155695,Group 1,0
155696,Group 1,0
155697,Group 1,0
155698,Group 1,0
155699,Group 2,0
155700,Group 4,0
155701,Group 1,1
155702,Group 3,0
155703,Group 3,0
155704,Group 1,0
155705,Group 1,0
155706,Group 1,0
155707,Group 1,0
155708,Group 3,0
155709,Group 2,1
155710,Group 1,0
155711,Group 2,0
155712,Group 1,0
155713,Group 1,0
155714,Group 2,2
155715,Group 2,0
155716,Group 4,0
155717,Group 1,0
155718,Group 1,0
155719,Group 2,0
155720,Group 2,0
155721,Group 1,0
155722,Group 4,0
155723,Group 1,0
155724,Group 2,0
155725,Group 1,1
155726,Group 1,2
155727,Group 1,1
155728,Group 2,0
155729,Group 2,0
155730,Group 1,3
155731,Group 1,0
155732,Group 1,0
155733,Group 1,1
155734,Group 1,0
155735,Group 2,0
155736,Group 1,0
155737,Group 1,0
155738,Group 3,0
155739,Group 1,0
155740,Group 1,1
155741,Group 1,0
155742,Group 1,0
155743,Group 1,1
155744,Group 2,1
155745,Group 1,2
155746,Group 2,0
155747,Group 2,1
155748,Group 2,0
155749,Group 1,0
155750,Group 1,0
155751,Group 1,0
155752,Group 1,0
155753,Group 3,0
155754,Group 1,0
155755,Group 1,0
155756,Group 2,0
155757,Group 1,0
155758,Group 1,0
155759,Group 3,1
155760,Group 1,3
155761,Group 1,2
155762,Group 1,0
155763,Group 4,0
155764,Group 1,0
155765,Group 2,1
155766,Group 4,0
155767,Group 1,0
155768,Group 4,0
155769,Group 1,0
155770,Group 1,0
155771,Group 1,0
155772,Group 1,0
155773,Group 3,0
155774,Group 2,1
155775,Group 2,0
155776,Group 1,0
155777,Group 4,0
155778,Group 1,0
155779,Group 1,0
155780,Group 1,0
155781,Group 1,2
155782,Group 4,3
155783,Group 1,0
155784,Group 2,3
155785,Group 2,0
155786,Group 2,0
155787,Group 1,0
155788,Group 2,0
155789,Group 2,0
155790,Group 1,0
155791,Group 1,0
155792,Group 1,0
155793,Group 2,0
155794,Group 3,0
155795,Group 1,1
155796,Group 1,0
155797,Group 1,0
155798,Group 1,1
155799,Group 1,0
155800,Group 1,0
155801,Group 1,0
155802,Group 2,0
155803,Group 1,1
155804,Group 2,0
155805,Group 1,0
155806,Group 1,0
155807,Group 2,0
155808,Group 1,2
155809,Group 1,0
155810,Group 1,0
155811,Group 1,0
155812,Group 4,0
155813,Group 2,3
155814,Group 1,0
155815,Group 2,0
155816,Group 1,0
155817,Group 2,0
155818,Group 4,0
155819,Group 1,1
155820,Group 1,0
155821,Group 3,0
155822,Group 1,0
155823,Group 1,0
155824,Group 3,2
155825,Group 1,0
155826,Group 1,0
155827,Group 1,0
155828,Group 4,0
155829,Group 1,0
155830,Group 3,0
155831,Group 1,0
155832,Group 4,0
155833,Group 2,0
155834,Group 1,0
155835,Group 1,1
155836,Group 3,0
155837,Group 1,0
155838,Group 2,0
155839,Group 2,0
155840,Group 1,0
155841,Group 1,0
155842,Group 1,0
155843,Group 1,2
155844,Group 1,1
155845,Group 1,0
155846,Group 1,0
155847,Group 2,1
155848,Group 1,0
155849,Group 1,0
155850,Group 1,0
155851,Group 1,0
155852,Group 2,0
155853,Group 1,0
155854,Group 1,0
155855,Group 1,0
155856,Group 1,0
155857,Group 1,1
155858,Group 3,0
155859,Group 1,2
155860,Group 1,0
155861,Group 2,0
155862,Group 1,0
155863,Group 2,0
155864,Group 4,2
155865,Group 3,0
155866,Group 1,0
155867,Group 1,0
155868,Group 1,0
155869,Group 3,1
155870,Group 1,0
155871,Group 1,0
155872,Group 1,1
155873,Group 1,0
155874,Group 2,0
155875,Group 4,0
155876,Group 3,0
155877,Group 2,0
155878,Group 4,0
155879,Group 1,2
155880,Group 4,0
155881,Group 1,0
155882,Group 2,2
155883,Group 1,0
155884,Group 2,0
155885,Group 3,0
155886,Group 2,0
155887,Group 2,0
155888,Group 2,1
155889,Group 2,1
155890,Group 3,0
155891,Group 2,0
155892,Group 1,0
155893,Group 1,0
155894,Group 2,0
155895,Group 2,0
155896,Group 2,1
155897,Group 1,0
155898,Group 1,0
155899,Group 1,0
155900,Group 1,0
155901,Group 2,0
155902,Group 4,0
155903,Group 4,3
155904,Group 1,0
155905,Group 1,0
155906,Group 2,0
155907,Group 1,0
155908,Group 3,0
155909,Group 1,0
155910,Group 2,0
155911,Group 2,0
155912,Group 1,0
155913,Group 1,0
155914,Group 1,1
155915,Group 1,0
155916,Group 4,0
155917,Group 1,2
155918,Group 2,2
155919,Group 1,0
155920,Group 2,0
155921,Group 3,0
155922,Group 2,3
155923,Group 2,1
155924,Group 2,3
155925,Group 2,0
155926,Group 1,0
155927,Group 1,1
155928,Group 2,0
155929,Group 1,0
155930,Group 4,3
155931,Group 1,1
155932,Group 2,0
155933,Group 4,0
155934,Group 1,1
155935,Group 2,0
155936,Group 1,0
155937,Group 3,0
155938,Group 1,0
155939,Group 3,0
155940,Group 1,0
155941,Group 4,0
155942,Group 2,3
155943,Group 1,0
155944,Group 1,2
155945,Group 1,1
155946,Group 2,0
155947,Group 4,0
155948,Group 1,0
155949,Group 1,2
155950,Group 1,3
155951,Group 1,0
155952,Group 2,0
155953,Group 1,0
155954,Group 1,0
155955,Group 1,0
155956,Group 1,0
155957,Group 1,0
155958,Group 1,0
155959,Group 2,0
155960,Group 4,0
155961,Group 2,0
155962,Group 1,0
155963,Group 2,0
155964,Group 1,0
155965,Group 2,0
155966,Group 2,0
155967,Group 2,1
155968,Group 1,2
155969,Group 4,0
155970,Group 2,0
155971,Group 1,0
155972,Group 1,0
155973,Group 1,0
155974,Group 4,0
155975,Group 2,0
155976,Group 4,0
155977,Group 1,0
155978,Group 1,0
155979,Group 2,3
155980,Group 4,0
155981,Group 2,0
155982,Group 3,0
155983,Group 4,0
155984,Group 3,0
155985,Group 4,0
155986,Group 2,0
155987,Group 3,0
155988,Group 3,2
155989,Group 4,0
155990,Group 3,0
155991,Group 1,0
155992,Group 1,0
155993,Group 1,0
155994,Group 3,2
155995,Group 4,0
155996,Group 3,0
155997,Group 1,0
155998,Group 4,0
155999,Group 1,1
156000,Group 1,0
156001,Group 1,1
156002,Group 1,0
156003,Group 4,0
156004,Group 1,0
156005,Group 2,2
156006,Group 1,1
156007,Group 3,0
156008,Group 1,0
156009,Group 2,0
156010,Group 1,0
156011,Group 1,0
156012,Group 2,0
156013,Group 2,0
156014,Group 1,0
156015,Group 1,0
156016,Group 1,0
156017,Group 3,0
156018,Group 2,3
156019,Group 1,0
156020,Group 3,2
156021,Group 1,0
156022,Group 2,0
156023,Group 3,0
156024,Group 1,1
156025,Group 1,0
156026,Group 1,1
156027,Group 2,0
156028,Group 4,0
156029,Group 1,0
156030,Group 1,0
156031,Group 4,0
156032,Group 1,0
156033,Group 2,0
156034,Group 2,0
156035,Group 1,0
156036,Group 4,0
156037,Group 3,0
156038,Group 1,0
156039,Group 1,1
156040,Group 4,1
156041,Group 1,0
156042,Group 2,0
156043,Group 1,0
156044,Group 1,0
156045,Group 2,0
156046,Group 1,0
156047,Group 1,0
156048,Group 1,0
156049,Group 1,0
156050,Group 2,0
156051,Group 1,0
156052,Group 1,0
156053,Group 1,0
156054,Group 1,1
156055,Group 1,0
156056,Group 4,0
156057,Group 1,0
156058,Group 1,0
156059,Group 1,0
156060,Group 2,0
156061,Group 1,0
156062,Group 1,0
156063,Group 1,0
156064,Group 1,0
156065,Group 1,0
156066,Group 1,0
156067,Group 1,0
156068,Group 3,2
156069,Group 1,0
156070,Group 2,0
156071,Group 2,0
156072,Group 1,0
156073,Group 1,0
156074,Group 2,0
156075,Group 1,0
156076,Group 1,0
156077,Group 4,0
156078,Group 1,0
156079,Group 4,0
156080,Group 2,0
156081,Group 2,0
156082,Group 1,1
156083,Group 1,0
156084,Group 2,0
156085,Group 2,0
156086,Group 1,0
156087,Group 2,0
156088,Group 1,2
156089,Group 1,0
156090,Group 2,3
156091,Group 1,0
156092,Group 3,0
156093,Group 2,1
156094,Group 1,2
156095,Group 1,0
156096,Group 2,0
156097,Group 1,0
156098,Group 1,1
156099,Group 3,0
156100,Group 2,0
156101,Group 1,0
156102,Group 4,0
156103,Group 1,0
156104,Group 1,1
156105,Group 2,3
156106,Group 2,0
156107,Group 1,0
156108,Group 1,2
156109,Group 1,0
156110,Group 4,0
156111,Group 4,0
156112,Group 1,0
156113,Group 4,0
156114,Group 2,0
156115,Group 1,0
156116,Group 2,0
156117,Group 2,0
156118,Group 2,0
156119,Group 1,0
156120,Group 3,0
156121,Group 1,0
156122,Group 3,1
156123,Group 1,0
156124,Group 4,0
156125,Group 2,0
156126,Group 1,0
156127,Group 1,0
156128,Group 1,0
156129,Group 1,1
156130,Group 4,0
156131,Group 1,0
156132,Group 2,0
156133,Group 1,1
156134,Group 4,0
156135,Group 4,0
156136,Group 1,1
156137,Group 1,0
156138,Group 1,0
156139,Group 1,0
156140,Group 1,0
156141,Group 4,0
156142,Group 2,2
156143,Group 2,0
156144,Group 3,3
156145,Group 4,0
156146,Group 1,2
156147,Group 4,0
156148,Group 1,0
156149,Group 1,3
156150,Group 3,0
156151,Group 2,1
156152,Group 3,1
156153,Group 1,0
156154,Group 2,3
156155,Group 1,1
156156,Group 1,1
156157,Group 4,2
156158,Group 2,0
156159,Group 2,3
156160,Group 1,0
156161,Group 3,0
156162,Group 1,0
156163,Group 4,0
156164,Group 3,0
156165,Group 1,0
156166,Group 2,0
156167,Group 1,0
156168,Group 1,2
156169,Group 2,1
156170,Group 2,0
156171,Group 1,0
156172,Group 1,0
156173,Group 1,3
156174,Group 4,0
156175,Group 2,0
156176,Group 4,0
156177,Group 3,0
156178,Group 3,0
156179,Group 4,0
156180,Group 2,0
156181,Group 1,1
156182,Group 1,2
156183,Group 2,0
156184,Group 1,0
156185,Group 1,2
156186,Group 1,1
156187,Group 4,0
156188,Group 2,1
156189,Group 1,0
156190,Group 1,0
156191,Group 2,3
156192,Group 1,0
156193,Group 2,0
156194,Group 2,0
156195,Group 1,0
156196,Group 1,0
156197,Group 1,0
156198,Group 1,0
156199,Group 2,1
156200,Group 1,2
156201,Group 1,0
156202,Group 4,0
156203,Group 1,0
156204,Group 1,2
156205,Group 1,2
156206,Group 2,0
156207,Group 2,1
156208,Group 1,1
156209,Group 3,0
156210,Group 2,0
156211,Group 1,2
156212,Group 1,0
156213,Group 1,0
156214,Group 1,0
156215,Group 2,3
156216,Group 3,0
156217,Group 4,0
156218,Group 1,0
156219,Group 2,0
156220,Group 1,0
156221,Group 1,0
156222,Group 1,0
156223,Group 1,2
156224,Group 2,0
156225,Group 2,0
156226,Group 2,0
156227,Group 1,0
156228,Group 1,0
156229,Group 1,0
156230,Group 1,0
156231,Group 1,0
156232,Group 1,0
156233,Group 3,0
156234,Group 1,1
156235,Group 2,0
156236,Group 3,0
156237,Group 1,2
156238,Group 3,0
156239,Group 1,0
156240,Group 2,0
156241,Group 1,0
156242,Group 1,0
156243,Group 3,3
156244,Group 1,0
156245,Group 2,2
156246,Group 4,0
156247,Group 3,0
156248,Group 2,0
156249,Group 2,0
156250,Group 1,0
156251,Group 2,0
156252,Group 1,0
156253,Group 1,0
156254,Group 2,0
156255,Group 2,0
156256,Group 2,0
156257,Group 1,0
156258,Group 2,0
156259,Group 1,0
156260,Group 4,0
156261,Group 4,0
156262,Group 1,0
156263,Group 2,0
156264,Group 4,0
156265,Group 2,2
156266,Group 1,0
156267,Group 1,1
156268,Group 1,0
156269,Group 1,0
156270,Group 1,1
156271,Group 1,0
156272,Group 1,2
156273,Group 2,0
156274,Group 1,1
156275,Group 1,0
156276,Group 1,1
156277,Group 1,0
156278,Group 1,0
156279,Group 1,0
156280,Group 2,0
156281,Group 2,0
156282,Group 1,0
156283,Group 1,1
156284,Group 4,0
156285,Group 2,0
156286,Group 2,1
156287,Group 1,0
156288,Group 1,0
156289,Group 1,1
156290,Group 1,0
156291,Group 1,0
156292,Group 3,0
156293,Group 2,0
156294,Group 4,0
156295,Group 3,0
156296,Group 1,1
156297,Group 1,1
156298,Group 1,0
156299,Group 1,1
156300,Group 1,1
156301,Group 1,1
156302,Group 4,0
156303,Group 1,0
156304,Group 1,1
156305,Group 1,0
156306,Group 1,0
156307,Group 2,0
156308,Group 2,0
156309,Group 2,0
156310,Group 3,0
156311,Group 1,2
156312,Group 2,3
156313,Group 1,0
156314,Group 2,0
156315,Group 1,0
156316,Group 3,0
156317,Group 1,0
156318,Group 1,0
156319,Group 1,0
156320,Group 3,1
156321,Group 3,1
156322,Group 1,0
156323,Group 2,0
156324,Group 3,0
156325,Group 1,0
156326,Group 3,0
156327,Group 2,0
156328,Group 1,0
156329,Group 2,0
156330,Group 2,1
156331,Group 1,2
156332,Group 2,0
156333,Group 1,2
156334,Group 2,1
156335,Group 1,1
156336,Group 4,0
156337,Group 3,0
156338,Group 2,1
156339,Group 3,0
156340,Group 1,3
156341,Group 3,0
156342,Group 4,0
156343,Group 1,0
156344,Group 4,0
156345,Group 1,1
156346,Group 2,3
156347,Group 1,0
156348,Group 2,0
156349,Group 1,1
156350,Group 1,2
156351,Group 1,0
156352,Group 1,2
156353,Group 1,0
156354,Group 1,2
156355,Group 1,0
156356,Group 1,0
156357,Group 1,0
156358,Group 2,0
156359,Group 1,0
156360,Group 3,0
156361,Group 4,0
156362,Group 1,0
156363,Group 2,1
156364,Group 2,0
156365,Group 2,0
156366,Group 3,0
156367,Group 1,0
156368,Group 1,1
156369,Group 2,1
156370,Group 1,0
156371,Group 1,0
156372,Group 2,1
156373,Group 1,0
156374,Group 3,0
156375,Group 2,0
156376,Group 2,2
156377,Group 1,0
156378,Group 3,1
156379,Group 4,0
156380,Group 1,1
156381,Group 3,0
156382,Group 1,0
156383,Group 3,0
156384,Group 1,0
156385,Group 1,0
156386,Group 1,1
156387,Group 2,0
156388,Group 1,0
156389,Group 1,0
156390,Group 1,0
